
SetupTitle, I/V-t Sampling
PrimitiveTest, I/V-t Sampling
DataValue, 2, 0, 6.575, 3.3568E-09, -3.3632999999999997E-09
DataValue, 2, 0, 6.6350000000000007, 3.3559999999999996E-09, -3.3604999999999997E-09
DataValue, 2, 0, 6.695, 3.3514E-09, -3.3583E-09
DataValue, 2, 0, 6.7550000000000008, 3.3529999999999995E-09, -3.3455999999999997E-09
DataValue, 2, 0, 6.8050000000000006, 3.3483999999999997E-09, -3.3529999999999995E-09
DataValue, 2, 0, 6.86, 5.6423999999999995E-09, -5.7797E-09
DataValue, 2, 0, 6.9200000000000008, 6.5797999999999991E-09, -6.5865999999999996E-09
DataValue, 2, 0, 6.98, 6.580699999999999E-09, -6.5868E-09
DataValue, 2, 0, 7.0400000000000009, 6.5810999999999991E-09, -6.5829999999999993E-09
DataValue, 2, 0, 7.1000000000000005, 6.5783999999999995E-09, -6.582199999999999E-09
DataValue, 2, 0, 7.16, 6.5764E-09, -6.5809999999999995E-09
DataValue, 2, 0, 7.2200000000000006, 6.5762999999999993E-09, -6.5646999999999991E-09
DataValue, 2, 0, 7.2700000000000005, 6.571199999999999E-09, -6.5764999999999994E-09
DataValue, 2, 0, 7.32, 6.5702999999999991E-09, -6.5624999999999992E-09
DataValue, 2, 0, 7.370000000000001, 6.5647999999999995E-09, -6.571199999999999E-09
DataValue, 2, 0, 7.4200000000000008, 6.5637999999999992E-09, -6.5572E-09
DataValue, 2, 0, 7.4700000000000006, 6.5608999999999995E-09, -6.5641999999999993E-09
DataValue, 2, 0, 7.525, 6.5568999999999991E-09, -6.5613999999999993E-09
DataValue, 2, 0, 7.5850000000000009, 6.5537999999999994E-09, -6.5568999999999991E-09
DataValue, 2, 0, 7.6450000000000005, 6.5490999999999992E-09, -6.5540999999999991E-09
DataValue, 2, 0, 7.705000000000001, 6.5434999999999992E-09, -6.5515999999999996E-09
DataValue, 2, 0, 7.7650000000000006, 6.5397E-09, -6.5477E-09
DataValue, 2, 0, 7.8250000000000011, 6.5382999999999992E-09, -6.5278999999999993E-09
DataValue, 2, 0, 7.8750000000000009, 6.532099999999999E-09, -6.5399999999999993E-09
DataValue, 2, 0, 7.9250000000000007, 6.5315E-09, -6.5226999999999994E-09
DataValue, 2, 0, 7.9750000000000005, 6.5243999999999995E-09, -6.532299999999999E-09
DataValue, 2, 0, 8.025, 6.5209E-09, -6.514599999999999E-09
DataValue, 2, 0, 8.0750000000000011, 6.5181999999999993E-09, -6.5233999999999992E-09
DataValue, 2, 0, 8.13, 6.5125999999999992E-09, -6.5207999999999992E-09
DataValue, 2, 0, 8.1900000000000013, 6.5084999999999992E-09, -6.5175999999999991E-09
DataValue, 2, 0, 8.25, 6.5049999999999994E-09, -6.5105999999999994E-09
DataValue, 2, 0, 8.31, 6.4999999999999995E-09, -6.5067999999999991E-09
DataValue, 2, 0, 8.370000000000001, 6.4965999999999993E-09, -6.5027999999999995E-09
DataValue, 2, 0, 8.4300000000000015, 6.494299999999999E-09, -6.479E-09
DataValue, 2, 0, 8.48, 6.4874E-09, -6.4941999999999993E-09
DataValue, 2, 0, 8.5300000000000011, 6.4844999999999993E-09, -6.475499999999999E-09
DataValue, 2, 0, 8.58, 6.4785999999999995E-09, -6.4852999999999995E-09
DataValue, 2, 0, 8.63, 6.4736999999999993E-09, -6.4656999999999993E-09
DataValue, 2, 0, 8.6800000000000015, 6.4714999999999994E-09, -6.4777999999999993E-09
DataValue, 2, 0, 8.7350000000000012, 6.4650999999999991E-09, -6.4736E-09
DataValue, 2, 0, 8.795, 6.4613999999999992E-09, -6.4675999999999995E-09
DataValue, 2, 0, 8.855, 6.4548E-09, -6.4623999999999995E-09
DataValue, 2, 0, 8.9150000000000009, 6.4492999999999992E-09, -6.4576E-09
DataValue, 2, 0, 8.9750000000000014, 6.4466E-09, -6.4529999999999991E-09
DataValue, 2, 0, 9.035, 6.444599999999999E-09, -6.432499999999999E-09
DataValue, 2, 0, 9.085, 6.4373E-09, -6.4446999999999995E-09
DataValue, 2, 0, 9.1350000000000016, 6.4347999999999993E-09, -6.426899999999999E-09
DataValue, 2, 0, 9.185, 6.4282999999999994E-09, -6.4368999999999996E-09
DataValue, 2, 0, 9.2350000000000012, 6.4237999999999993E-09, -6.4146E-09
DataValue, 2, 0, 9.285, 6.4187E-09, -6.4295E-09
DataValue, 2, 0, 9.3400000000000016, 6.4157E-09, -6.4237E-09
DataValue, 2, 0, 9.4, 6.4118999999999993E-09, -6.4196999999999992E-09
DataValue, 2, 0, 9.46, 6.4049999999999993E-09, -6.4138999999999991E-09
DataValue, 2, 0, 9.5200000000000014, 6.4001999999999995E-09, -6.4094999999999994E-09
DataValue, 2, 0, 9.58, 6.400099999999999E-09, -6.3840999999999991E-09
DataValue, 2, 0, 9.63, 6.3913E-09, -6.4017999999999991E-09
DataValue, 2, 0, 9.6800000000000015, 6.3904E-09, -6.3794999999999993E-09
DataValue, 2, 0, 9.73, 6.382599999999999E-09, -6.3936999999999995E-09
DataValue, 2, 0, 9.7800000000000011, 6.3800999999999995E-09, -6.3716E-09
DataValue, 2, 0, 9.83, 6.3779E-09, -6.3846E-09
DataValue, 2, 0, 9.8850000000000016, 6.3708999999999992E-09, -6.3228E-09
DataValue, 2, 0, 9.945, 5.8694E-09, -4.3445999999999992E-09
DataValue, 2, 0, 10.005, 3.1537999999999996E-09, -3.1654E-09
DataValue, 2, 0, 10.065000000000001, 3.1535999999999995E-09, -3.1659999999999996E-09
DataValue, 2, 0, 10.125, 3.1507999999999995E-09, -3.1604999999999996E-09
DataValue, 2, 0, 10.185, 3.1476999999999998E-09, -3.1587E-09
DataValue, 2, 0, 10.245000000000001, 3.1453999999999995E-09, -3.1548999999999995E-09
DataValue, 2, 0, 10.305000000000002, 3.1469999999999996E-09, -3.1359E-09
DataValue, 2, 0, 10.355, 3.1406999999999997E-09, -3.1505E-09
DataValue, 2, 0, 10.405000000000001, 3.1399E-09, -3.1318E-09
DataValue, 2, 0, 10.455, 3.1360999999999995E-09, -3.1468999999999995E-09
DataValue, 2, 0, 10.510000000000002, 3.1339999999999997E-09, -3.1425E-09
DataValue, 2, 0, 10.57, 3.1312999999999997E-09, -3.1400999999999995E-09
DataValue, 2, 0, 10.63, 3.1292E-09, -3.1392999999999997E-09
DataValue, 2, 0, 10.690000000000001, 3.1268999999999996E-09, -3.1375999999999996E-09
DataValue, 2, 0, 10.75, 3.1248E-09, -3.1341999999999998E-09
DataValue, 2, 0, 10.81, 3.1222E-09, -3.1323999999999996E-09
DataValue, 2, 0, 10.870000000000001, 3.125E-09, -3.1132999999999996E-09
DataValue, 2, 0, 10.920000000000002, 3.1196E-09, -3.1305999999999995E-09
DataValue, 2, 0, 10.975000000000001, 3.1173999999999996E-09, -3.1254999999999996E-09
DataValue, 2, 0, 11.035, 3.1170999999999995E-09, -3.125E-09
DataValue, 2, 0, 11.095, 3.1132999999999996E-09, -3.1231999999999997E-09
DataValue, 2, 0, 11.155000000000001, 3.1116999999999995E-09, -3.1218999999999997E-09
DataValue, 2, 0, 11.215000000000002, 3.1092999999999996E-09, -3.1201999999999996E-09
DataValue, 2, 0, 11.275, 3.1079999999999996E-09, -3.1176999999999997E-09
DataValue, 2, 0, 11.335, 3.1058999999999998E-09, -3.1158999999999995E-09
DataValue, 2, 0, 11.395000000000001, 3.1038999999999996E-09, -3.1134999999999996E-09
DataValue, 2, 0, 11.455, 3.106E-09, -3.0965E-09
DataValue, 2, 0, 11.505, 3.102E-09, -3.1116E-09
DataValue, 2, 0, 11.56, 3.1009999999999995E-09, -3.1103E-09
DataValue, 2, 0, 11.620000000000001, 3.1007E-09, -3.1074E-09
DataValue, 2, 0, 11.680000000000002, 3.0959999999999996E-09, -3.1079999999999996E-09
DataValue, 2, 0, 11.74, 3.0952E-09, -3.1019E-09
DataValue, 2, 0, 11.8, 3.0932999999999996E-09, -3.1049E-09
DataValue, 2, 0, 11.860000000000001, 3.0932999999999996E-09, -3.1000999999999997E-09
DataValue, 2, 0, 11.920000000000002, 3.0914999999999995E-09, -3.1015999999999997E-09
DataValue, 2, 0, 11.98, 3.09E-09, -3.0996999999999995E-09
DataValue, 2, 0, 12.040000000000001, 3.0921999999999997E-09, -3.0820999999999995E-09
DataValue, 2, 0, 12.090000000000002, 3.0880999999999997E-09, -3.0985999999999996E-09
DataValue, 2, 0, 12.14, 3.0885E-09, -3.0806E-09
DataValue, 2, 0, 12.190000000000001, 3.0854999999999997E-09, -3.0949999999999998E-09
DataValue, 2, 0, 12.245000000000001, 3.0839999999999997E-09, -3.0939E-09
DataValue, 2, 0, 12.305000000000002, 3.0847E-09, -3.0928E-09
DataValue, 2, 0, 12.365, 3.0820999999999995E-09, -3.0912E-09
DataValue, 2, 0, 12.425, 3.0801999999999998E-09, -3.0902999999999996E-09
DataValue, 2, 0, 12.485000000000001, 3.0793E-09, -3.0914E-09
DataValue, 2, 0, 12.545000000000002, 3.0767999999999995E-09, -3.0875999999999996E-09
DataValue, 2, 0, 12.605, 3.0807999999999995E-09, -3.071E-09
DataValue, 2, 0, 12.655000000000001, 3.0754999999999996E-09, -3.0862999999999996E-09
DataValue, 2, 0, 12.705000000000002, 3.0769999999999996E-09, -3.0685E-09
DataValue, 2, 0, 12.755, 3.0868999999999998E-09, -3.0721999999999998E-09
DataValue, 2, 0, 12.8, 3.0665999999999997E-09, -3.0704999999999997E-09
DataValue, 2, 0, 12.850000000000001, 3.0725E-09, -3.0779999999999995E-09
DataValue, 2, 0, 12.910000000000002, 3.0713999999999995E-09, -3.0810999999999996E-09
DataValue, 2, 0, 12.97, 3.0694999999999998E-09, -3.0791E-09
DataValue, 2, 0, 13.030000000000001, 3.0686999999999995E-09, -3.0795999999999996E-09
DataValue, 2, 0, 13.090000000000002, 3.0658E-09, -3.0764E-09
DataValue, 2, 0, 13.15, 3.0653999999999998E-09, -3.0766E-09
DataValue, 2, 0, 13.21, 3.0672999999999995E-09, -3.0579999999999996E-09
DataValue, 2, 0, 13.260000000000002, 3.2006E-09, -5.3099E-09
DataValue, 2, 0, 13.315000000000001, 6.1761999999999994E-09, -6.1856E-09
DataValue, 2, 0, 13.370000000000001, 6.1714E-09, -6.1703999999999993E-09
DataValue, 2, 0, 13.420000000000002, 6.1733999999999994E-09, -6.1863E-09
DataValue, 2, 0, 13.475000000000001, 6.1755E-09, -6.1841999999999994E-09
DataValue, 2, 0, 13.535000000000002, 6.1720999999999994E-09, -6.1846999999999991E-09
DataValue, 2, 0, 13.595, 6.1726999999999996E-09, -6.1824999999999993E-09
DataValue, 2, 0, 13.655000000000001, 6.1669999999999991E-09, -6.1820999999999992E-09
DataValue, 2, 0, 13.715000000000002, 6.1720999999999994E-09, -6.1618999999999996E-09
DataValue, 2, 0, 13.765, 6.1698999999999995E-09, -6.1811999999999993E-09
DataValue, 2, 0, 13.815000000000001, 6.1671999999999991E-09, -6.1608999999999993E-09
DataValue, 2, 0, 13.865000000000002, 6.1651999999999993E-09, -6.1750999999999995E-09
DataValue, 2, 0, 13.915000000000001, 6.1614999999999995E-09, -6.1554999999999993E-09
DataValue, 2, 0, 13.965000000000002, 6.1584E-09, -6.1718999999999993E-09
DataValue, 2, 0, 14.020000000000001, 6.1582E-09, -6.1684999999999991E-09
DataValue, 2, 0, 14.080000000000002, 6.1571999999999994E-09, -6.1668999999999995E-09
DataValue, 2, 0, 14.14, 6.1532E-09, -6.1649999999999993E-09
DataValue, 2, 0, 14.200000000000001, 6.1502999999999993E-09, -6.1629999999999995E-09
DataValue, 2, 0, 14.260000000000002, 6.1515E-09, -6.1368E-09
DataValue, 2, 0, 14.31, 6.1461999999999993E-09, -6.1588999999999995E-09
DataValue, 2, 0, 14.360000000000001, 6.1455999999999991E-09, -6.1344999999999994E-09
DataValue, 2, 0, 14.410000000000002, 6.1400999999999995E-09, -6.1530999999999994E-09
DataValue, 2, 0, 14.46, 6.1359999999999995E-09, -6.1286E-09
DataValue, 2, 0, 14.510000000000002, 6.1359999999999995E-09, -6.1483999999999992E-09
DataValue, 2, 0, 14.565000000000001, 6.1329E-09, -6.1467999999999995E-09
DataValue, 2, 0, 14.625000000000002, 6.1306999999999991E-09, -6.1415999999999996E-09
DataValue, 2, 0, 14.685, 6.1254999999999992E-09, -6.137E-09
DataValue, 2, 0, 14.745000000000001, 6.1211999999999991E-09, -6.1368E-09
DataValue, 2, 0, 14.805000000000002, 6.1213999999999991E-09, -6.1320999999999995E-09
DataValue, 2, 0, 14.865000000000002, 6.1217E-09, -6.1044999999999993E-09
DataValue, 2, 0, 14.915000000000001, 6.1146999999999992E-09, -6.1258E-09
DataValue, 2, 0, 14.965000000000002, 6.1130999999999995E-09, -6.1048999999999995E-09
DataValue, 2, 0, 15.015, 6.1083E-09, -6.1212999999999995E-09
DataValue, 2, 0, 15.065000000000001, 6.1046E-09, -6.0947999999999993E-09
DataValue, 2, 0, 15.115000000000002, 6.1033999999999994E-09, -6.1154999999999994E-09
DataValue, 2, 0, 15.165000000000001, 6.0955999999999995E-09, -6.102E-09
DataValue, 2, 0, 15.215000000000002, 6.0947E-09, -6.1148E-09
DataValue, 2, 0, 15.270000000000001, 6.0919E-09, -6.1051999999999991E-09
DataValue, 2, 0, 15.330000000000002, 6.0912E-09, -6.1046E-09
DataValue, 2, 0, 15.39, 6.0908E-09, -6.1012999999999992E-09
DataValue, 2, 0, 15.450000000000001, 6.0897999999999994E-09, -6.0763E-09
DataValue, 2, 0, 15.500000000000002, 6.0858999999999994E-09, -6.096E-09
DataValue, 2, 0, 15.55, 6.0808999999999995E-09, -6.0728999999999996E-09
DataValue, 2, 0, 15.600000000000001, 6.0748999999999994E-09, -6.0912999999999994E-09
DataValue, 2, 0, 15.650000000000002, 6.0752999999999995E-09, -6.0651E-09
DataValue, 2, 0, 15.700000000000001, 6.0712999999999991E-09, -6.0858999999999994E-09
DataValue, 2, 0, 15.755, 6.0696999999999994E-09, -6.0796999999999992E-09
DataValue, 2, 0, 15.815000000000001, 6.064E-09, -6.0757E-09
DataValue, 2, 0, 15.875000000000002, 6.0621999999999992E-09, -6.0733999999999993E-09
DataValue, 2, 0, 15.935, 6.061E-09, -6.0712999999999991E-09
DataValue, 2, 0, 15.995000000000001, 6.0608999999999992E-09, -6.0474999999999992E-09
DataValue, 2, 0, 16.045, 6.0534999999999994E-09, -6.0705E-09
DataValue, 2, 0, 16.095000000000002, 6.0547999999999994E-09, -6.0429999999999991E-09
DataValue, 2, 0, 16.145, 6.0499999999999996E-09, -6.058999999999999E-09
DataValue, 2, 0, 16.195, 6.0491E-09, -6.0381999999999993E-09
DataValue, 2, 0, 16.245, 6.0441999999999995E-09, -6.0556E-09
DataValue, 2, 0, 16.3, 6.0401999999999991E-09, -6.0506E-09
DataValue, 2, 0, 16.360000000000003, 5.7957999999999994E-09, -4.6653999999999992E-09
DataValue, 2, 0, 16.42, 2.9213E-09, -2.9377999999999995E-09
DataValue, 2, 0, 16.48, 2.9231999999999996E-09, -2.9342999999999997E-09
DataValue, 2, 0, 16.540000000000003, 2.9222999999999997E-09, -2.9323E-09
DataValue, 2, 0, 16.6, 2.9181999999999997E-09, -2.9311999999999996E-09
DataValue, 2, 0, 16.66, 2.9221999999999997E-09, -2.9135E-09
DataValue, 2, 0, 16.71, 2.9148999999999995E-09, -2.9277999999999998E-09
DataValue, 2, 0, 16.765, 2.9164999999999996E-09, -2.9275999999999997E-09
DataValue, 2, 0, 16.825000000000003, 2.9122999999999995E-09, -2.9266E-09
DataValue, 2, 0, 16.885, 2.9123999999999996E-09, -2.9221999999999997E-09
DataValue, 2, 0, 16.945, 2.9084999999999996E-09, -2.9155999999999997E-09
DataValue, 2, 0, 17.005000000000003, 2.9051E-09, -2.916E-09
DataValue, 2, 0, 17.065, 2.9056999999999996E-09, -2.9153999999999997E-09
DataValue, 2, 0, 17.125, 2.9017999999999996E-09, -2.9105E-09
DataValue, 2, 0, 17.185000000000002, 2.896E-09, -2.9085999999999997E-09
DataValue, 2, 0, 17.245, 2.9007999999999997E-09, -2.8906999999999995E-09
DataValue, 2, 0, 17.295, 2.8910999999999997E-09, -2.9019999999999997E-09
DataValue, 2, 0, 17.345000000000002, 2.8940999999999998E-09, -2.8873999999999998E-09
DataValue, 2, 0, 17.395000000000003, 2.8898999999999997E-09, -2.8989999999999996E-09
DataValue, 2, 0, 17.445, 2.8878E-09, -2.8784E-09
DataValue, 2, 0, 17.495, 2.889E-09, -2.8924999999999997E-09
DataValue, 2, 0, 17.55, 2.8844999999999997E-09, -2.8906E-09
DataValue, 2, 0, 17.610000000000003, 2.8846999999999998E-09, -2.8905E-09
DataValue, 2, 0, 17.67, 2.8812999999999996E-09, -2.8919999999999995E-09
DataValue, 2, 0, 17.73, 2.8782E-09, -2.8894999999999996E-09
DataValue, 2, 0, 17.790000000000003, 2.8812999999999996E-09, -2.8886999999999998E-09
DataValue, 2, 0, 17.85, 2.881E-09, -2.8706999999999996E-09
DataValue, 2, 0, 17.900000000000002, 2.8786999999999996E-09, -2.8837E-09
DataValue, 2, 0, 17.955000000000002, 2.8853999999999996E-09, -2.8761999999999996E-09
DataValue, 2, 0, 18.015, 2.8798999999999995E-09, -2.881E-09
DataValue, 2, 0, 18.075000000000003, 2.8744999999999995E-09, -2.8906E-09
DataValue, 2, 0, 18.135, 2.873E-09, -2.8894999999999996E-09
DataValue, 2, 0, 18.195, 2.873E-09, -2.8848E-09
DataValue, 2, 0, 18.255000000000003, 2.8742E-09, -2.8841999999999996E-09
DataValue, 2, 0, 18.315, 2.8735999999999997E-09, -2.8858999999999997E-09
DataValue, 2, 0, 18.375, 2.8696999999999997E-09, -2.8836E-09
DataValue, 2, 0, 18.435000000000002, 2.8756E-09, -2.8627999999999997E-09
DataValue, 2, 0, 18.485000000000003, 2.8722999999999997E-09, -2.8800999999999996E-09
DataValue, 2, 0, 18.540000000000003, 2.8717E-09, -2.8787999999999996E-09
DataValue, 2, 0, 18.6, 2.8704E-09, -2.8775999999999997E-09
DataValue, 2, 0, 18.66, 2.8708999999999997E-09, -2.8792999999999998E-09
DataValue, 2, 0, 18.720000000000002, 2.8674E-09, -2.8788999999999996E-09
DataValue, 2, 0, 18.78, 2.8676E-09, -2.8814999999999996E-09
DataValue, 2, 0, 18.84, 2.8651999999999996E-09, -2.8777999999999997E-09
DataValue, 2, 0, 18.900000000000002, 2.8650999999999995E-09, -2.8796E-09
DataValue, 2, 0, 18.96, 2.8650999999999995E-09, -2.8765999999999998E-09
DataValue, 2, 0, 19.020000000000003, 2.8679999999999996E-09, -2.8593E-09
DataValue, 2, 0, 19.07, 2.8612999999999996E-09, -2.8742E-09
DataValue, 2, 0, 19.125, 2.8639999999999996E-09, -2.8757E-09
DataValue, 2, 0, 19.185000000000002, 2.8627999999999997E-09, -2.8758999999999996E-09
DataValue, 2, 0, 19.245, 2.8614999999999997E-09, -2.8744999999999995E-09
DataValue, 2, 0, 19.305000000000003, 3.3185999999999997E-09, -5.1608E-09
DataValue, 2, 0, 19.365000000000002, 5.9413999999999994E-09, -5.9527999999999995E-09
DataValue, 2, 0, 19.425, 5.9409E-09, -5.9478999999999993E-09
DataValue, 2, 0, 19.485000000000003, 5.942999999999999E-09, -5.9247E-09
DataValue, 2, 0, 19.535, 5.9409999999999992E-09, -5.9465E-09
DataValue, 2, 0, 19.585, 5.94E-09, -5.9303E-09
DataValue, 2, 0, 19.635, 5.9357E-09, -5.952499999999999E-09
DataValue, 2, 0, 19.685000000000002, 5.9352999999999996E-09, -5.9299999999999992E-09
DataValue, 2, 0, 19.735000000000003, 5.9352999999999996E-09, -5.9485999999999991E-09
DataValue, 2, 0, 19.785, 5.9329999999999993E-09, -5.9282999999999991E-09
DataValue, 2, 0, 19.835, 5.9344999999999993E-09, -5.9463999999999992E-09
DataValue, 2, 0, 19.885, 5.9316999999999993E-09, -5.9437999999999993E-09
DataValue, 2, 0, 19.930000000000003, 5.9316E-09, -5.945E-09
DataValue, 2, 0, 19.990000000000002, 5.9314999999999992E-09, -5.9444999999999991E-09
DataValue, 2, 0, 20.05, 5.9298999999999996E-09, -5.9404999999999995E-09
DataValue, 2, 0, 20.110000000000003, 5.9316E-09, -5.9195999999999993E-09
DataValue, 2, 0, 20.16, 5.9269999999999991E-09, -5.94E-09
DataValue, 2, 0, 20.21, 5.9270999999999995E-09, -5.9199999999999994E-09
DataValue, 2, 0, 20.26, 5.9244999999999995E-09, -5.9342E-09
DataValue, 2, 0, 20.310000000000002, 5.9243999999999991E-09, -5.9152E-09
DataValue, 2, 0, 20.360000000000003, 5.9197E-09, -5.9339999999999996E-09
DataValue, 2, 0, 20.415000000000003, 5.9184E-09, -5.9296999999999995E-09
DataValue, 2, 0, 20.475, 5.9134999999999995E-09, -5.9282999999999991E-09
DataValue, 2, 0, 20.535, 5.9149999999999995E-09, -5.9236E-09
DataValue, 2, 0, 20.595000000000002, 5.9107999999999991E-09, -5.9247999999999992E-09
DataValue, 2, 0, 20.655, 5.9132E-09, -5.9009E-09
DataValue, 2, 0, 20.705000000000002, 5.9078999999999994E-09, -5.9186E-09
DataValue, 2, 0, 20.755000000000003, 5.9074999999999993E-09, -5.9001999999999991E-09
DataValue, 2, 0, 20.805000000000003, 5.901299999999999E-09, -5.9149999999999995E-09
DataValue, 2, 0, 20.855, 5.9009999999999994E-09, -5.8908999999999992E-09
DataValue, 2, 0, 20.905, 5.8990999999999992E-09, -5.9076999999999994E-09
DataValue, 2, 0, 20.96, 5.8944E-09, -5.9089E-09
DataValue, 2, 0, 21.020000000000003, 5.8940999999999993E-09, -5.9024E-09
DataValue, 2, 0, 21.080000000000002, 5.8888E-09, -5.8998999999999994E-09
DataValue, 2, 0, 21.14, 5.8891999999999991E-09, -5.8966999999999993E-09
DataValue, 2, 0, 21.200000000000003, 5.8815E-09, -5.8942E-09
DataValue, 2, 0, 21.26, 5.8858999999999993E-09, -5.8752999999999993E-09
DataValue, 2, 0, 21.310000000000002, 5.8812999999999995E-09, -5.891E-09
DataValue, 2, 0, 21.360000000000003, 5.8793999999999994E-09, -5.8728E-09
DataValue, 2, 0, 21.41, 5.8773999999999996E-09, -5.8869E-09
DataValue, 2, 0, 21.46, 5.8729999999999991E-09, -5.867E-09
DataValue, 2, 0, 21.51, 5.8711E-09, -5.8838999999999995E-09
DataValue, 2, 0, 21.560000000000002, 5.8670999999999993E-09, -5.8763E-09
DataValue, 2, 0, 21.605, 5.8691999999999995E-09, -5.879699999999999E-09
DataValue, 2, 0, 21.665000000000003, 5.8659E-09, -5.8744999999999991E-09
DataValue, 2, 0, 21.725, 5.8637999999999995E-09, -5.8743999999999995E-09
DataValue, 2, 0, 21.785, 5.8584999999999992E-09, -5.8696E-09
DataValue, 2, 0, 21.845000000000002, 5.8629E-09, -5.8523999999999994E-09
DataValue, 2, 0, 21.895000000000003, 5.8583999999999995E-09, -5.8653999999999992E-09
DataValue, 2, 0, 21.945, 5.8554999999999991E-09, -5.8499999999999994E-09
DataValue, 2, 0, 21.995, 5.8525999999999994E-09, -5.8653999999999992E-09
DataValue, 2, 0, 22.045, 5.8514999999999995E-09, -5.8445999999999994E-09
DataValue, 2, 0, 22.095000000000002, 5.8489999999999991E-09, -5.8571999999999992E-09
DataValue, 2, 0, 22.145000000000003, 5.8443E-09, -5.8391999999999994E-09
DataValue, 2, 0, 22.195, 5.8495E-09, -5.8542999999999995E-09
